,time (ms),bandwidth (Kbps),Latency (ms),Loss rate (%)
73,37318,33000.8,37.142,0.433
74,37858,30346.0,48.588,0.423
75,38375,44205.3,35.453,0.220
76,38909,43161.4,41.215,0.206
77,39372,34861.6,32.097,0.213
78,39848,34318.2,31.696,0.354
79,40331,31199.7,34.871,0.463
80,40787,39390.3,37.876,0.211
81,41237,33672.9,37.291,0.492
82,41707,34651.2,28.676,0.271
83,42158,44189.3,42.786,0.376
84,42627,25901.4,32.320,0.333
85,43095,33678.3,35.624,0.246
86,43550,37764.3,32.963,0.200
87,44013,31115.9,40.094,0.450
88,44542,34962.6,23.597,0.195
89,45012,44021.8,33.641,0.453
90,45465,39880.4,45.264,0.413
91,45967,38219.9,25.544,0.424
92,46451,39197.7,41.541,0.253
93,46905,37236.5,32.247,0.427
94,47413,29568.7,42.509,0.449
95,47891,38239.5,35.485,0.231
96,48349,38958.1,34.164,0.357
97,48850,30872.3,26.297,0.232
98,49303,44932.5,43.795,0.171
99,49786,41543.3,36.604,0.238
100,50336,32341.2,41.287,0.305
101,50835,37620.7,33.083,0.118
102,51340,46396.6,35.121,0.315
103,51882,42603.4,32.004,0.179
104,52387,41684.5,38.144,0.232
105,52877,33664.4,32.793,0.460
106,53391,33135.5,39.772,0.261
107,53878,31925.5,33.906,0.366
108,54376,30239.4,25.310,0.346
109,54864,27130.7,40.271,0.222
110,55340,29042.9,37.808,0.362
111,55849,27993.5,37.684,0.304
112,56393,36017.6,36.843,0.306
113,56924,33379.0,33.492,0.481
114,57404,33336.9,31.845,0.180
115,57857,48770.5,39.115,0.345
116,58405,39640.7,37.285,0.352
117,58879,34027.6,30.175,0.260
118,59347,34706.5,34.562,0.400
119,59895,41528.0,29.279,0.188
120,60434,33405.2,34.819,0.200
121,60899,26343.9,37.429,0.367
122,61420,24895.8,28.091,0.457
123,61948,39190.1,25.318,0.271
124,62468,32224.3,35.981,0.445
125,62975,34782.5,38.762,0.355
126,63523,35996.0,29.330,0.196
127,64029,38625.2,36.919,0.209
128,64519,36603.7,33.724,0.160
129,65018,32299.8,27.652,0.126
130,65520,32275.0,39.892,0.125
131,66023,28414.9,40.484,0.478
132,66475,40292.9,28.328,0.252
133,66925,38941.7,33.517,0.256
134,67428,27089.3,33.063,0.420
135,67906,31018.8,35.295,0.294
136,68405,31116.3,41.462,0.262
137,68876,41044.7,25.542,0.492
138,69394,39932.9,35.844,0.326
139,69847,39571.1,37.663,0.447
140,70320,39639.9,36.517,0.185
141,70811,29624.0,43.773,0.211
142,71314,34970.5,37.067,0.108
143,71833,46664.7,38.960,0.190
144,72291,36416.1,27.877,0.402
145,72772,35317.4,35.964,0.161
146,73238,32569.4,35.408,0.479
147,73747,32335.9,26.893,0.167
148,74274,42753.9,33.202,0.411
149,74744,37333.1,34.474,0.110
150,75233,25292.5,29.992,0.250
151,75774,37135.9,41.346,0.432
152,76255,41899.7,40.140,0.440
153,76781,38048.8,26.619,0.326
154,77236,31967.4,39.332,0.248
155,77750,34521.1,34.362,0.268
156,78262,45028.6,42.834,0.354
157,78770,33582.9,29.844,0.394
158,79303,33856.5,44.014,0.315
159,79814,25880.1,37.046,0.337
160,80305,40621.1,27.436,0.135
161,80812,35215.5,40.586,0.344
162,81310,31983.8,39.999,0.230
163,81822,37107.9,43.688,0.236
164,82348,33786.0,31.167,0.104
165,82822,41852.0,39.088,0.295
166,83369,35345.4,40.675,0.385
167,83876,35588.9,32.870,0.189
168,84414,35310.5,42.378,0.248
169,84934,29834.7,33.984,0.398
170,85426,31717.7,39.411,0.223
171,85905,37374.8,37.249,0.148
172,86423,42292.4,32.675,0.177
173,86967,27010.0,35.796,0.491
174,87484,23484.0,26.983,0.433
175,87971,35443.4,38.113,0.106
176,88489,36068.4,36.090,0.122
177,88976,34157.2,32.542,0.447
178,89488,35627.9,35.472,0.214
179,89999,32028.6,36.166,0.121
180,90510,36385.8,36.208,0.297
181,91033,33859.6,33.794,0.160
182,91555,37003.0,34.337,0.199
183,92076,35618.7,28.201,0.416
184,92554,35786.3,30.172,0.463
185,93042,44688.0,23.314,0.222
186,93571,46793.7,39.689,0.140
187,94118,35902.4,38.322,0.364
188,94588,35403.2,41.323,0.163
189,95090,28610.3,37.054,0.217
190,95569,34033.4,38.960,0.444
191,96028,30649.5,24.518,0.415
192,96558,27373.2,30.174,0.179
193,97022,28059.4,33.004,0.463
194,97490,37713.8,36.306,0.223
195,98035,40069.0,24.933,0.276
196,98544,32085.1,27.813,0.477
197,99058,29802.7,33.666,0.339
198,99563,34339.9,28.229,0.110
199,100042,44236.0,32.746,0.330
200,100494,42468.6,34.980,0.208
201,100949,35255.3,31.907,0.308
202,101455,37734.5,33.408,0.334
203,101986,40177.9,22.877,0.288
204,102488,31277.7,41.450,0.443
205,102980,30029.7,38.083,0.365
206,103481,37457.4,29.178,0.282
207,103971,34962.6,37.482,0.409
208,104486,35108.8,34.786,0.448
209,104995,32244.2,36.671,0.245
210,105541,29599.0,35.051,0.121
211,106025,24083.8,31.512,0.275
212,106564,33795.3,35.116,0.352
213,107044,33921.5,30.823,0.105
214,107546,47992.0,43.617,0.465
215,108055,41826.6,32.642,0.162
216,108596,32967.5,42.548,0.266
217,109107,38708.6,34.537,0.321
218,109606,37465.5,41.297,0.399
219,110073,37640.4,31.968,0.416
220,110576,30289.0,42.436,0.207
221,111026,34137.3,39.121,0.335
222,111560,32169.9,35.184,0.315
223,112054,30799.9,42.370,0.251
224,112545,44596.4,24.729,0.196
225,113044,35891.1,43.597,0.117
226,113589,24098.3,36.869,0.252
227,114123,36912.4,27.991,0.161
228,114577,44096.6,44.240,0.233
229,115039,38789.7,31.172,0.310
230,115547,37776.9,35.269,0.448
231,116016,42774.7,38.951,0.206
232,116545,32448.3,28.221,0.441
233,117081,38100.8,31.220,0.227
234,117622,39397.5,31.241,0.316
235,118151,41419.3,37.943,0.468
236,118630,34891.6,29.667,0.139
237,119161,34342.6,32.795,0.167
238,119649,36260.4,34.125,0.418
239,120136,31656.7,39.122,0.198
