,time (ms),bandwidth (Kbps),Latency (ms),Loss rate (%)
48,24140.0,21600.0,29.252,0.0
49,24643.0,12900.0,29.03,0.0
50,25146.0,18000.0,29.019,0.0
51,25650.0,27200.0,28.796,0.0
52,26151.0,17500.0,28.798,0.0
53,26652.0,13400.0,28.818,0.0
54,27154.0,21100.0,29.324,0.0
55,27657.0,22100.0,38.191,0.0
56,28160.0,17500.0,38.357,0.0
57,28663.0,22100.0,35.125,0.0
58,29164.0,19000.0,33.301,0.0
59,29667.0,16900.0,29.207,0.0
60,30171.0,17000.0,29.303,0.0
61,30674.0,22100.0,28.87,0.0
62,31177.0,21100.0,28.868,0.0
63,31680.0,17500.0,28.581,0.0
64,32182.0,16300.0,28.714,0.0
65,32686.0,25900.0,29.373,0.0
66,33189.0,17000.0,28.415,0.0
67,33693.0,17000.0,28.988,0.0
68,34195.0,21100.0,29.143,0.0
69,34698.0,16400.0,28.554,0.0
70,35202.0,21100.0,28.72,0.0
71,35705.0,16500.0,29.01,0.0
72,36206.0,25200.0,28.473,0.0
73,36709.0,17000.0,28.402,0.0
74,37212.0,16500.0,28.988,0.0
75,37714.0,20500.0,29.208,0.0
76,38217.0,21100.0,29.361,0.0
77,38720.0,20500.0,28.764,0.0
78,39221.0,17000.0,28.519,0.0
79,39724.0,17500.0,28.832,0.0
80,40226.0,20600.0,30.191,0.0
81,40730.0,21600.0,29.22,0.0
82,41233.0,16400.0,28.697,0.0
83,41734.0,21100.0,29.334,0.0
84,42237.0,20600.0,28.579,0.0
85,42738.0,14400.0,29.065,0.0
86,43241.0,20600.0,28.539,0.0
87,43744.0,21100.0,29.376,0.0
88,44246.0,16900.0,28.533,0.0
89,44749.0,16400.0,28.803,0.0
90,45251.0,25200.0,28.564,0.0
91,45754.0,17000.0,29.047,0.0
92,46258.0,21600.0,28.662,0.0
93,46761.0,16900.0,28.692,0.0
94,47263.0,22100.0,29.321,0.0
95,47766.0,16900.0,28.815,0.0
96,48270.0,17000.0,28.274,0.0
97,48772.0,21100.0,29.672,0.0
98,49276.0,19000.0,28.715,0.0
99,49779.0,18000.0,29.492,0.0
100,50281.0,16500.0,28.84,0.0
101,50783.0,25200.0,30.137,0.0
102,51286.0,16400.0,31.486,0.0
103,51789.0,20500.0,29.101,0.0
104,52293.0,17000.0,28.903,0.0
105,52795.0,21600.0,30.908,0.0
106,53299.0,20500.0,28.929,0.0
107,53802.0,20600.0,29.152,0.0
108,54305.0,16400.0,32.307,0.0
109,54808.0,16400.0,30.549,0.0
110,55310.0,25700.0,30.699,0.0
111,55814.0,17000.0,29.034,0.0
112,56317.0,16400.0,29.369,0.0
113,56821.0,24700.0,29.06,0.0
114,57324.0,17000.0,28.71,0.0
115,57826.0,16500.0,29.031,0.0
116,58327.0,16400.0,32.651,0.0
117,58831.0,24700.0,29.781,0.0
118,59335.0,16500.0,28.572,0.0
119,59838.0,17500.0,28.49,0.0
120,60342.0,24600.0,28.473,0.0
121,60845.0,20600.0,31.464,0.0
122,61347.0,17000.0,28.593,0.0
123,61850.0,17000.0,28.589,0.0
124,62353.0,21100.0,28.911,0.0
125,62856.0,19500.0,37.134,0.0
126,63360.0,16500.0,28.869,0.0
127,63861.0,17500.0,28.435,0.0
128,64364.0,22100.0,28.973,0.0
129,64868.0,16900.0,28.412,0.0
130,65370.0,16900.0,28.822,0.0
131,65872.0,20600.0,29.286,0.0
132,66375.0,22600.0,29.006,0.0
133,66877.0,18500.0,29.154,0.0
134,67380.0,17000.0,28.813,0.0
135,67883.0,21600.0,29.002,0.0
136,68386.0,21600.0,29.449,0.0
137,68889.0,16500.0,28.636,0.0
138,69392.0,16400.0,28.778,0.0
139,69895.0,25200.0,29.631,0.0
140,70400.0,17500.0,28.593,0.0
141,70903.0,17500.0,28.478,0.0
142,71406.0,16400.0,28.999,0.0
143,71908.0,25200.0,28.997,0.0
144,72412.0,16400.0,28.72,0.0
145,72914.0,17000.0,28.305,0.0
146,73417.0,20600.0,28.67,0.0
147,73920.0,21600.0,28.514,0.0
148,74421.0,16400.0,28.994,0.0
149,74925.0,16400.0,29.121,0.0
150,75427.0,25200.0,28.713,0.0
151,75931.0,16400.0,28.999,0.0
152,76434.0,20600.0,29.75,0.0
153,76937.0,16400.0,28.882,0.0
154,77440.0,24600.0,28.669,0.0
155,77943.0,17000.0,28.53,0.0
156,78445.0,17500.0,28.951,0.0
157,78948.0,17000.0,28.887,0.0
158,79451.0,24700.0,28.899,0.0
159,79955.0,20600.0,28.481,0.0
160,80457.0,12900.0,28.891,0.0
161,80961.0,20500.0,28.6,0.0
162,81464.0,20600.0,28.808,0.0
163,81968.0,20600.0,29.111,0.0
164,82471.0,16400.0,28.395,0.0
165,82975.0,21100.0,29.233,0.0
166,83476.0,21100.0,28.978,0.0
167,83979.0,16400.0,28.764,0.0
168,84481.0,16500.0,36.585,0.0
169,84985.0,16900.0,31.883,0.0
170,85486.0,24700.0,33.78,0.0
171,85989.0,16400.0,28.313,0.0
172,86492.0,21100.0,28.821,0.0
173,86995.0,20500.0,29.114,0.0
174,87497.0,21600.0,28.756,0.0
175,88000.0,16900.0,28.662,0.0
176,88503.0,21100.0,28.296,0.0
177,89006.0,16400.0,28.534,0.0
178,89509.0,21100.0,29.497,0.0
179,90013.0,16400.0,28.69,0.0
180,90515.0,21100.0,28.612,0.0
181,91018.0,20600.0,28.309,0.0
182,91521.0,20500.0,28.857,0.0
183,92024.0,16500.0,28.961,0.0
184,92526.0,16400.0,29.042,0.0
185,93027.0,21100.0,29.088,0.0
186,93530.0,20500.0,28.903,0.0
187,94033.0,20500.0,28.712,0.0
188,94536.0,16500.0,28.599,0.0
189,95040.0,21100.0,28.945,0.0
190,95544.0,20600.0,28.608,0.0
191,96047.0,17000.0,28.519,0.0
192,96550.0,16400.0,28.981,0.0
193,97053.0,25200.0,29.331,0.0
194,97556.0,20600.0,28.813,0.0
195,98060.0,12300.0,28.605,0.0
196,98563.0,20500.0,29.317,0.0
197,99065.0,20600.0,29.139,0.0
198,99569.0,16500.0,29.866,0.0
199,100072.0,17000.0,30.218,0.0
