,time (ms),bandwidth (Kbps),Latency (ms),Loss rate (%)
124,62361.0,41042.7,348.004,2.668
125,62864.0,39467.0,344.739,2.971
126,63367.0,55622.5,306.479,2.872
127,63869.0,48229.2,313.335,1.572
128,64372.0,42974.6,404.643,2.517
129,64875.0,41958.7,375.540,0.223
130,65378.0,51263.7,280.911,2.454
131,65882.0,51771.8,289.766,0.146
132,66385.0,58241.8,248.843,0.019
133,66889.0,58977.0,342.610,0.412
134,67391.0,38751.5,291.712,1.892
135,67895.0,48774.4,367.899,0.204
136,68397.0,42679.6,556.748,0.453
137,68901.0,38493.7,418.266,0.656
138,69404.0,30741.3,371.483,1.368
139,69907.0,49212.1,340.374,0.181
140,70410.0,37084.1,415.740,1.913
141,70914.0,44014.9,390.676,2.802
142,71418.0,18621.9,363.304,2.738
143,71921.0,64617.5,240.440,1.978
144,72424.0,45909.1,295.323,0.047
145,72927.0,39089.5,333.150,1.597
146,73430.0,39089.1,361.436,1.234
147,73934.0,36481.8,384.144,0.050
148,74437.0,50835.7,334.197,2.167
149,74940.0,48417.3,295.616,1.607
150,75442.0,38272.2,393.457,0.860
151,75945.0,55529.2,305.588,1.507
152,76448.0,42276.3,359.046,2.094
153,76952.0,27809.7,330.548,1.292
154,77454.0,54009.5,232.324,2.819
155,77958.0,43980.9,258.709,0.538
156,78461.0,58018.7,238.833,2.754
157,78964.0,38737.4,317.570,1.573
158,79467.0,33341.8,271.675,0.723
159,79968.0,55492.8,269.870,1.859
160,80471.0,56753.7,239.113,0.757
161,80975.0,44646.6,293.305,1.063
162,81478.0,43012.9,259.622,2.385
163,81982.0,61650.6,267.438,0.237
164,82484.0,50261.7,305.495,2.878
165,82986.0,44487.9,279.674,1.377
166,83489.0,38764.0,350.584,0.730
167,83992.0,51422.4,333.165,2.092
168,84494.0,38397.5,291.251,0.900
169,84997.0,70692.0,263.701,2.484
170,85499.0,40700.6,325.928,0.242
171,86000.0,37576.7,328.415,2.975
172,86503.0,58888.3,258.524,1.950
173,87006.0,50768.0,359.101,0.095
174,87509.0,41430.5,272.484,1.216
175,88012.0,50608.8,340.409,1.132
176,88515.0,49333.5,317.065,1.428
177,89018.0,51388.7,351.484,1.910
178,89522.0,44865.3,322.756,2.109
179,90025.0,30944.4,343.555,0.248
180,90530.0,63582.4,309.197,2.536
181,91032.0,32452.2,392.328,1.935
182,91535.0,44538.7,404.705,0.994
183,92036.0,33490.3,324.670,2.932
184,92539.0,58743.9,320.503,2.922
185,93043.0,41159.8,255.905,2.684
186,93546.0,23595.9,443.787,2.757
187,94050.0,51208.6,321.744,0.689
188,94553.0,33780.0,333.494,2.704
189,95057.0,57028.7,213.793,2.077
190,95557.0,43370.2,270.758,1.700
191,96059.0,50335.8,214.023,0.813
192,96562.0,56477.3,184.188,2.772
193,97065.0,44196.0,264.473,2.053
194,97568.0,50453.4,226.265,0.841
195,98070.0,52893.7,245.386,1.629
196,98573.0,51233.4,246.005,1.974
197,99077.0,51801.4,264.009,0.538
198,99580.0,52344.2,231.259,2.551
199,100082.0,53518.2,257.554,0.047
200,100599.4,45879.6,327.133,1.525
201,101059.3,36982.2,266.304,1.970
202,101638.6,49059.4,377.459,0.081
203,102183.4,49341.3,347.143,1.173
204,102629.8,40066.2,378.653,1.727
205,103109.2,44589.3,325.269,1.904
206,103607.3,44888.7,385.550,1.426
207,104124.5,40436.8,287.316,1.116
208,104667.1,28287.6,384.800,1.227
209,105097.9,42063.4,252.389,1.995
210,105586.9,48341.0,306.617,1.871
211,106076.7,33363.9,343.674,0.597
212,106587.5,20018.7,502.125,1.236
213,107045.9,57297.9,187.411,0.838
214,107560.3,32408.9,322.424,0.132
215,108013.9,51788.6,239.810,2.025
216,108510.8,48883.8,343.110,0.512
217,109010.0,58078.0,237.098,0.647
218,109599.7,30780.1,160.182,3.150
219,110087.8,47819.4,359.282,0.761
220,110515.0,40760.0,391.165,1.843
221,110950.5,37984.7,381.250,3.001
222,111448.7,43665.7,246.247,2.267
223,111921.7,36205.5,361.996,3.108
224,112458.1,52754.1,371.522,0.666
225,112900.0,34384.3,418.322,1.601
226,113434.6,57000.0,215.721,1.579
227,113977.6,66376.6,327.578,1.882
228,114494.1,39397.4,365.037,1.882
229,115002.8,40950.5,270.189,0.682
230,115521.6,41684.1,385.588,0.590
231,115992.6,41897.2,296.223,0.289
232,116521.9,55507.8,347.007,0.106
233,116924.0,42650.7,291.192,1.250
234,117461.6,47999.4,325.783,2.135
235,117979.3,50772.7,347.967,0.077
236,118438.4,54551.1,266.189,1.771
237,118866.7,22708.2,439.822,2.434
238,119336.4,38507.0,332.997,0.542
239,119796.4,46342.2,228.583,0.801
240,120218.3,47157.7,303.721,1.509
