,time (ms),bandwidth (Kbps),Latency (ms),Loss rate (%)
160,80220,4002.5,107.965,4.037
161,80756,5739.5,89.388,4.296
162,81306,2435.6,88.911,4.573
163,81809,4419.0,85.138,3.865
164,82291,7341.0,96.920,4.273
165,82822,3336.6,90.404,4.999
166,83371,1329.0,93.913,5.688
167,83915,4918.3,78.512,4.090
168,84439,3297.5,92.638,5.623
169,84965,4781.5,78.991,4.782
170,85488,1863.7,65.234,4.840
171,86038,4202.9,85.726,4.265
172,86515,4797.4,83.375,5.027
173,87025,9718.0,91.321,5.124
174,87532,10266.7,37.378,0.336
175,87996,21774.7,30.000,0.339
176,88493,35773.3,30.000,0.318
177,88984,25347.2,42.410,0.305
178,89434,21117.6,33.488,0.340
179,89910,32401.5,47.085,0.318
180,90369,12752.8,30.000,0.247
181,90851,26864.1,31.083,0.287
182,91381,28830.2,30.000,0.241
183,91923,26605.4,30.000,0.249
184,92437,21020.1,30.000,0.332
185,92943,27017.2,35.722,0.266
186,93488,25561.0,30.000,0.257
187,94024,21403.3,39.700,0.355
188,94475,19645.3,30.718,0.312
189,94993,11738.0,30.000,0.265
190,95525,7723.2,30.000,0.254
191,96060,22442.2,43.806,0.359
192,96569,9426.1,30.000,0.310
193,97061,28316.0,30.795,0.248
194,97535,29077.4,30.000,0.310
195,98057,22148.7,35.874,0.278
196,98607,24219.5,30.000,0.256
197,99150,28740.2,30.000,0.298
198,99613,27906.1,40.788,0.257
199,100131,16708.3,30.000,0.347
200,100645,19241.8,30.000,0.266
201,101099,20927.1,41.303,0.333
202,101595,24954.8,30.000,0.256
203,102109,19735.4,30.000,0.342
204,102637,24899.6,33.743,0.308
205,103159,27273.3,30.000,0.283
206,103637,9238.6,31.490,0.302
207,104133,32393.5,32.099,0.318
208,104596,24033.4,39.106,0.272
209,105115,16674.1,30.000,0.348
210,105574,29601.1,40.064,0.282
211,106068,21683.0,30.000,0.257
212,106539,21405.4,30.000,0.259
213,107066,13041.0,35.985,0.298
214,107577,17601.4,30.000,0.269
215,108043,12302.1,42.640,0.247
216,108526,26588.4,30.000,0.317
217,109068,32384.8,36.607,0.313
218,109578,15489.9,30.000,0.338
219,110051,19733.0,37.519,0.351
220,110577,16300.4,35.219,0.343
221,111091,27119.8,30.000,0.348
222,111617,2615.3,308.066,14.993
223,112136,2557.7,193.775,12.958
224,112633,1958.5,187.580,14.763
225,113181,1998.2,266.331,16.632
226,113704,4458.5,198.160,15.902
227,114164,3345.9,241.787,8.106
228,114709,21372.9,30.000,0.241
229,115242,23821.7,30.000,0.291
230,115766,26286.5,30.000,0.273
231,116303,15387.5,30.000,0.307
232,116814,23889.8,30.000,0.328
233,117348,31483.9,33.657,0.288
234,117841,27954.1,30.000,0.287
235,118372,2700.3,203.672,8.072
236,118869,3239.8,187.566,14.226
237,119402,19920.3,30.000,0.353
238,119874,18450.0,34.370,0.336
239,120360,31979.2,30.000,0.314
