,time (ms),bandwidth (Kbps),Latency (ms),Loss rate (%)
189,95057.0,19512.1,206.494,2.144
190,95557.0,14589.7,270.216,1.006
191,96059.0,15861.9,221.278,0.438
192,96562.0,18766.7,188.319,0.115
193,97065.0,14624.9,264.455,2.752
194,97568.0,16546.4,224.720,1.417
195,98070.0,17453.2,247.877,2.493
196,98573.0,17484.0,237.087,2.277
197,99077.0,17968.9,256.787,1.407
198,99580.0,17611.9,243.418,1.846
199,100082.0,17667.1,250.140,2.718
200,100533.2,15274.6,371.993,1.506
201,101017.8,16941.5,357.905,0.460
202,101501.8,16840.0,307.776,1.872
203,102021.1,14293.4,307.112,1.452
204,102479.4,12732.7,322.124,2.101
205,103012.3,9643.1,392.411,1.467
206,103521.1,13007.2,287.248,0.374
207,103929.8,17789.7,346.715,2.526
208,104487.5,23056.1,276.688,0.795
209,105003.9,18891.4,237.960,1.324
210,105566.6,12116.9,401.530,1.866
211,106062.3,13590.9,310.946,2.662
212,106469.7,4276.0,586.453,1.070
213,107056.4,12085.0,428.891,1.110
214,107463.7,16269.4,338.457,1.963
215,108036.8,14614.2,319.709,2.474
216,108585.5,7169.6,414.463,0.460
217,109123.9,15404.0,324.375,1.468
218,109669.3,16970.6,260.287,1.189
219,110128.1,15229.7,337.923,1.987
220,110648.6,15398.4,318.993,1.892
221,111194.0,17979.4,398.859,1.170
222,111790.0,22286.4,247.179,2.763
223,112292.6,18078.1,219.364,2.351
224,112828.2,14525.7,246.370,1.182
225,113301.5,14059.1,284.156,1.502
226,113791.5,16408.3,341.299,1.120
227,114297.4,17106.0,339.871,1.564
228,114702.5,16603.7,343.177,2.654
229,115154.9,14054.7,314.924,0.271
230,115693.7,19953.7,240.334,0.216
231,116184.1,23101.3,236.157,1.329
232,116777.6,15242.5,294.177,1.669
233,117286.1,13455.3,437.907,0.142
234,117813.6,11113.4,342.230,2.252
235,118372.0,3941.4,368.670,0.107
236,118845.8,13229.2,382.140,2.457
237,119258.9,16791.1,326.209,2.850
238,119812.8,13792.3,217.321,1.994
239,120227.6,16380.5,309.106,0.133
