,time (ms),bandwidth (Kbps),Latency (ms),Loss rate (%)
61,30688.0,21100.0,114.524,0.0
62,31190.0,30900.0,299.731,0.0
63,31694.0,31300.0,121.601,0.0
64,32198.0,33400.0,138.667,0.0
65,32701.0,41600.0,158.801,0.0
66,33204.0,36000.0,132.962,0.0
67,33705.0,32400.0,136.813,0.0
68,34209.0,51900.0,161.141,0.0
69,34713.0,20600.0,110.403,0.0
70,35215.0,44200.0,186.686,10.0
71,35717.0,27200.0,143.091,0.0
72,36221.0,45800.0,121.263,0.0
73,36723.0,40500.0,122.258,0.0
74,37225.0,48800.0,115.186,0.0
75,37730.0,21100.0,156.573,0.0
76,38232.0,43200.0,142.572,0.0
77,38735.0,30300.0,96.578,0.0
78,39238.0,47200.0,136.07,0.0
79,39743.0,31900.0,88.139,0.0
80,40248.0,41200.0,128.418,0.0
81,40752.0,39000.0,106.7,0.0
82,41257.0,38500.0,129.167,0.0
83,41761.0,37000.0,97.038,0.0
84,42264.0,31800.0,176.874,0.0
85,42768.0,44700.0,178.212,0.0
86,43271.0,44800.0,118.542,0.0
87,43773.0,36900.0,117.298,0.0
88,44276.0,38600.0,99.325,0.0
89,44779.0,44800.0,121.012,0.0
90,45282.0,46800.0,134.249,0.0
91,45784.0,30300.0,142.61,0.0
92,46287.0,31800.0,138.95,0.0
93,46790.0,44700.0,149.954,0.0
94,47292.0,36000.0,139.074,0.0
95,47795.0,45200.0,163.152,10.0
96,48295.0,36500.0,95.801,10.0
97,48798.0,48800.0,126.538,0.0
98,49301.0,26700.0,120.227,0.0
99,49805.0,49800.0,143.813,0.0
100,50307.0,30900.0,166.228,0.0
101,50810.0,41600.0,115.444,0.0
102,51313.0,40600.0,116.48,0.0
103,51817.0,43700.0,131.426,0.0
104,52319.0,44700.0,136.491,0.0
105,52822.0,30300.0,134.052,0.0
106,53325.0,38600.0,175.447,0.0
107,53828.0,49400.0,180.678,0.0
108,54331.0,38500.0,162.456,0.0
109,54834.0,52900.0,125.865,0.0
110,55337.0,38000.0,141.268,0.0
111,55841.0,52500.0,159.72,0.0
112,56343.0,21600.0,128.206,20.0
113,56846.0,53400.0,245.199,0.0
114,57349.0,31300.0,161.899,0.0
115,57852.0,57100.0,176.505,0.0
116,58355.0,40600.0,243.699,0.0
117,58858.0,47200.0,246.32,0.0
118,59360.0,47300.0,236.028,0.0
119,59863.0,51500.0,246.849,0.0
120,60365.0,14400.0,400.235,0.0
121,60866.0,76600.0,232.182,0.0
122,61370.0,48300.0,333.878,0.0
123,61875.0,27200.0,453.722,0.0
124,62377.0,48800.0,426.28,0.0
125,62880.0,49400.0,469.885,0.0
126,63384.0,41600.0,421.531,0.0
127,63887.0,50900.0,221.66,0.0
128,64388.0,40100.0,427.256,0.0
129,64891.0,49200.0,310.558,0.0
130,65394.0,38600.0,419.749,0.0
131,65896.0,32900.0,360.274,0.0
132,66398.0,72000.0,272.763,0.0
133,66901.0,43200.0,345.844,0.0
134,67403.0,58500.0,322.582,0.0
135,67907.0,60700.0,216.968,0.0
136,68408.0,43700.0,603.787,0.0
137,68912.0,8240.0,546.331,0.0
138,69414.0,68300.0,414.462,0.0
139,69916.0,37500.0,426.25,0.0
140,70417.0,71500.0,279.973,0.0
141,70920.0,53900.0,417.963,10.0
142,71423.0,43200.0,559.302,0.0
143,71926.0,45700.0,372.805,0.0
144,72430.0,49300.0,381.226,0.0
145,72932.0,50400.0,476.382,0.0
146,73435.0,48800.0,452.253,0.0
147,73936.0,50800.0,496.457,0.0
148,74438.0,15400.0,766.36,0.0
149,74942.0,37500.0,548.237,0.0
150,75445.0,42700.0,560.966,0.0
151,75947.0,20000.0,524.585,0.0
152,76452.0,77600.0,296.23,0.0
153,76955.0,52900.0,456.586,0.0
154,77458.0,38500.0,650.006,0.0
155,77962.0,31900.0,585.319,0.0
156,78465.0,63700.0,436.966,0.0
157,78969.0,31800.0,524.193,0.0
158,79472.0,37500.0,518.062,0.0
159,79974.0,50300.0,257.523,0.0
160,80478.0,36500.0,415.259,0.0
161,80980.0,39000.0,296.126,0.0
162,81482.0,39600.0,312.75,20.0
163,81986.0,48900.0,456.36,0.0
164,82488.0,49800.0,332.904,0.0
165,82990.0,46800.0,409.921,0.0
166,83492.0,49400.0,339.364,0.0
167,83995.0,26700.0,442.701,0.0
168,84502.0,51000.0,308.768,0.0
169,85006.0,44700.0,468.771,0.0
170,85509.0,38000.0,456.682,0.0
171,86012.0,57500.0,327.614,0.0
172,86515.0,36000.0,494.275,0.0
173,87018.0,40700.0,411.23,0.0
174,87521.0,50800.0,605.025,0.0
175,88023.0,31900.0,599.607,50.0
176,88526.0,16900.0,316.832,0.0
177,89029.0,83200.0,201.147,0.0
178,89532.0,48500.0,289.362,0.0
179,90037.0,53500.0,282.111,0.0
180,90540.0,58400.0,239.857,0.0
181,91044.0,50500.0,313.973,0.0
182,91547.0,54900.0,253.533,0.0
183,92048.0,40100.0,468.91,0.0
184,92551.0,35500.0,478.449,0.0
185,93055.0,46200.0,312.6,0.0
186,93556.0,54000.0,319.972,0.0
187,94059.0,31400.0,405.267,0.0
188,94561.0,48800.0,355.301,0.0
189,95064.0,40500.0,500.236,0.0
190,95567.0,27800.0,406.569,0.0
191,96071.0,51400.0,247.052,0.0
192,96572.0,41600.0,491.538,0.0
193,97076.0,44100.0,309.704,0.0
194,97579.0,45300.0,386.052,0.0
195,98082.0,36000.0,632.674,0.0
196,98586.0,35500.0,496.576,0.0
197,99088.0,41000.0,412.952,0.0
198,99592.0,17900.0,419.261,0.0
199,100093.0,59000.0,147.232,0.0
