,time (ms),bandwidth (Kbps),Latency (ms),Loss rate (%)
102,51720,25475.9,93.543,2.459
103,52252,27768.6,34.764,1.781
104,52769,21514.1,72.627,1.149
105,53307,33641.1,45.250,1.876
106,53792,10566.8,292.483,9.415
107,54282,31780.7,61.339,2.644
108,54782,39591.5,75.211,1.136
109,55304,26135.1,97.876,0.100
110,55796,38663.9,35.542,2.594
111,56334,23094.9,36.735,1.828
112,56839,24466.3,60.890,1.895
113,57366,27965.4,30.000,0.127
114,57819,35417.2,36.716,0.194
115,58326,10868.9,242.856,9.565
116,58824,37210.7,83.841,2.212
117,59305,24049.5,51.946,2.393
118,59836,38000.6,71.245,2.319
119,60332,25800.3,61.267,1.162
120,60816,33820.2,66.845,1.756
121,61321,12930.7,68.037,1.307
122,61816,26260.0,34.588,1.050
123,62366,10516.3,174.048,8.878
124,62887,9204.1,105.790,0.100
125,63410,9927.0,55.979,1.883
126,63894,31923.9,52.776,1.516
127,64399,23629.0,76.659,1.693
128,64880,15732.5,55.744,0.349
129,65408,26595.9,68.962,0.679
130,65900,21479.2,214.903,5.539
131,66405,32922.6,30.000,2.034
132,66896,24127.7,35.426,0.569
133,67407,14856.8,107.547,2.314
134,67945,23379.3,30.000,0.100
135,68495,25462.2,79.404,1.905
136,68959,15868.2,72.155,1.224
137,69478,32281.2,90.910,3.089
138,70018,27713.0,68.968,3.231
139,70556,13741.4,99.130,3.750
140,71036,25062.0,59.805,2.079
141,71540,25952.9,52.395,2.640
142,72041,24332.9,30.000,1.014
143,72579,22615.7,62.688,3.025
144,73097,8467.5,253.676,10.614
145,73631,21919.5,49.628,0.522
146,74163,16630.0,51.109,0.593
147,74709,16250.6,91.087,1.858
148,75187,27814.1,35.864,1.419
149,75711,22301.9,46.934,0.716
150,76247,32929.4,39.993,0.878
151,76741,36481.6,59.669,0.866
152,77201,46595.2,95.446,3.084
153,77669,4020.0,123.469,8.365
154,78175,23078.6,38.388,1.776
155,78715,26238.6,89.167,2.787
156,79247,38870.7,82.763,2.986
157,79763,17999.2,65.400,2.025
158,80284,15035.1,69.940,1.917
159,80757,11533.0,46.487,0.678
160,81210,7501.0,158.216,4.411
161,81686,35044.2,54.473,3.035
162,82144,9148.4,43.253,0.571
163,82619,22807.8,44.949,1.706
164,83131,10938.8,55.053,0.373
165,83656,17132.6,74.034,2.113
166,84164,11429.3,35.346,1.271
167,84692,16916.5,34.799,0.698
168,85182,31301.1,71.520,2.128
169,85697,39036.6,39.407,2.369
170,86220,4887.8,206.846,14.056
171,86692,13762.4,38.170,1.108
172,87159,32396.0,95.458,0.100
173,87610,11341.5,46.884,1.564
174,88109,36561.5,54.652,0.100
175,88612,25480.1,54.631,0.451
176,89083,27173.6,62.486,1.558
177,89568,16708.2,62.598,2.315
178,90117,2117.0,145.504,4.097
179,90601,24115.3,65.851,0.100
180,91097,8767.8,51.219,1.568
181,91574,14230.0,69.278,1.470
182,92107,25071.1,43.186,2.593
183,92601,24952.8,65.529,1.175
184,93066,26179.3,45.482,1.996
185,93560,12641.1,77.640,0.448
186,94064,3467.6,121.564,9.331
187,94582,12787.0,55.171,2.720
188,95073,33248.8,57.810,0.100
189,95588,14110.7,90.038,1.363
190,96050,35966.8,85.065,1.203
191,96535,26843.6,66.990,1.114
192,97001,3700.9,207.693,5.507
193,97469,18006.4,52.603,0.559
194,98000,30629.0,69.468,0.100
195,98501,16963.6,58.418,2.384
196,99013,21262.4,59.343,1.562
197,99562,27535.1,52.754,2.898
198,100101,8764.4,194.253,5.103
199,100605,30294.7,39.168,1.139
200,101125,32326.0,37.191,0.892
201,101637,30051.5,30.000,1.524
202,102167,21942.1,64.689,0.416
203,102632,30297.3,54.968,0.100
204,103136,33367.2,69.016,2.959
205,103602,6739.2,276.493,10.362
206,104062,30232.5,30.010,3.060
207,104533,38281.9,68.962,1.248
208,105037,8412.9,42.545,0.207
209,105487,25917.7,67.845,0.493
210,105993,18278.6,90.794,1.590
211,106458,35446.9,58.442,1.759
212,106957,27829.8,90.661,2.464
213,107420,17002.3,98.039,2.622
214,107966,38077.8,80.195,0.484
215,108502,15850.7,206.821,9.434
216,108979,32980.0,52.056,1.087
217,109481,16941.2,45.596,1.935
218,109948,45853.4,60.410,0.166
219,110447,18691.3,77.019,1.693
220,110979,17703.6,81.919,2.141
221,111505,3223.2,125.642,10.537
222,111993,13029.2,67.552,2.813
223,112467,24886.6,43.261,3.512
224,112947,32182.1,50.223,1.516
225,113460,22518.0,54.145,1.619
226,113956,23997.2,69.737,1.285
227,114478,13949.2,71.995,2.026
228,115026,34982.6,83.861,2.089
229,115477,24781.9,65.685,3.139
230,115991,31545.0,52.822,3.038
231,116539,5501.1,203.433,6.321
232,116999,23650.7,51.203,2.613
233,117475,30735.9,58.132,0.884
234,118022,36773.2,75.314,0.196
235,118480,21040.5,79.939,2.207
236,118961,22869.9,78.297,2.051
237,119469,22438.8,55.636,0.763
238,119941,12339.9,82.948,2.570
239,120480,16372.3,285.968,8.986
