,time (ms),bandwidth (Kbps),Latency (ms),Loss rate (%)
62,31180.0,29300.0,278.247,0.0
63,31684.0,25700.0,354.819,0.0
64,32187.0,40100.0,296.636,0.0
65,32691.0,35000.0,279.954,0.0
66,33196.0,39100.0,265.989,0.0
67,33699.0,21600.0,260.737,0.0
68,34202.0,41100.0,303.282,0.0
69,34705.0,36500.0,382.908,0.0
70,35207.0,35400.0,287.109,0.0
71,35711.0,37000.0,279.014,0.0
72,36214.0,41100.0,219.205,0.0
73,36718.0,46200.0,203.178,0.0
74,37220.0,43700.0,257.805,0.0
75,37723.0,14900.0,283.012,0.0
76,38224.0,44700.0,306.667,0.0
77,38728.0,46800.0,216.628,0.0
78,39231.0,35500.0,286.376,0.0
79,39733.0,31800.0,301.957,0.0
80,40236.0,30300.0,342.07,0.0
81,40738.0,35400.0,261.716,0.0
82,41242.0,41100.0,285.804,0.0
83,41745.0,33400.0,260.058,0.0
84,42250.0,39500.0,289.337,0.0
85,42753.0,40100.0,309.741,0.0
86,43255.0,32400.0,322.989,0.0
87,43757.0,37000.0,410.851,0.0
88,44258.0,33900.0,315.845,0.0
89,44761.0,25700.0,379.956,0.0
90,45265.0,15400.0,425.549,10.0
91,45769.0,58100.0,216.397,0.0
92,46273.0,36000.0,190.148,0.0
93,46776.0,41700.0,189.119,0.0
94,47279.0,35400.0,281.72,0.0
95,47782.0,21100.0,268.588,0.0
96,48283.0,22100.0,621.257,0.0
97,48786.0,33900.0,321.635,0.0
98,49290.0,32900.0,294.244,0.0
99,49793.0,36500.0,387.927,0.0
100,50297.0,28300.0,337.928,0.0
101,50800.0,33400.0,331.67,0.0
102,51304.0,15400.0,369.185,0.0
103,51806.0,45200.0,195.815,0.0
104,52309.0,50400.0,181.383,0.0
105,52812.0,31900.0,196.374,0.0
106,53315.0,41600.0,183.074,0.0
107,53818.0,30400.0,220.243,0.0
108,54321.0,41100.0,270.185,0.0
109,54824.0,30300.0,182.582,0.0
110,55327.0,27800.0,297.339,0.0
111,55829.0,37000.0,312.04,0.0
112,56330.0,34400.0,254.812,0.0
113,56833.0,30400.0,274.642,0.0
114,57336.0,37000.0,266.3,0.0
115,57839.0,38000.0,304.728,0.0
116,58341.0,29300.0,314.332,0.0
117,58843.0,10800.0,512.115,20.0
118,59344.0,27200.0,520.116,0.0
119,59847.0,32900.0,298.976,0.0
120,60351.0,43100.0,306.085,0.0
121,60852.0,35500.0,248.347,0.0
122,61355.0,30800.0,280.493,0.0
123,61858.0,33900.0,262.329,0.0
124,62361.0,34500.0,292.767,0.0
125,62864.0,30800.0,291.132,0.0
126,63367.0,46800.0,254.563,0.0
127,63869.0,37500.0,257.588,0.0
128,64372.0,35500.0,354.133,0.0
129,64875.0,34400.0,324.977,0.0
130,65378.0,41100.0,233.675,0.0
131,65882.0,40600.0,231.421,0.0
132,66385.0,46800.0,206.599,0.0
133,66889.0,47800.0,286.035,0.0
134,67391.0,31400.0,233.654,0.0
135,67895.0,39600.0,323.856,0.0
136,68397.0,34400.0,506.015,0.0
137,68901.0,31300.0,374.975,0.0
138,69404.0,26200.0,314.393,0.0
139,69907.0,40600.0,291.537,0.0
140,70410.0,31300.0,362.134,0.0
141,70914.0,36000.0,336.338,0.0
142,71418.0,15400.0,313.527,0.0
143,71921.0,50400.0,182.462,0.0
144,72424.0,35900.0,246.413,0.0
145,72927.0,31300.0,292.037,0.0
146,73430.0,31400.0,318.797,0.0
147,73934.0,30300.0,335.836,0.0
148,74437.0,40600.0,282.919,0.0
149,74940.0,37500.0,244.44,0.0
150,75442.0,30800.0,340.002,0.0
151,75945.0,46300.0,259.425,0.0
152,76448.0,35900.0,318.611,0.0
153,76952.0,22600.0,285.459,0.0
154,77454.0,43700.0,192.264,0.0
155,77958.0,34900.0,214.351,0.0
156,78461.0,45800.0,197.372,0.0
157,78964.0,31800.0,269.096,0.0
158,79467.0,26200.0,217.667,0.0
159,79968.0,46200.0,219.047,0.0
160,80471.0,45700.0,197.908,0.0
161,80975.0,35500.0,235.421,0.0
162,81478.0,36000.0,199.899,0.0
163,81982.0,50300.0,217.997,0.0
164,82484.0,41100.0,259.753,0.0
165,82986.0,36400.0,236.074,0.0
166,83489.0,32400.0,307.875,0.0
167,83992.0,41700.0,280.334,0.0
168,84494.0,30800.0,236.665,0.0
169,84997.0,57500.0,204.425,0.0
170,85499.0,31900.0,278.439,0.0
171,86000.0,29800.0,270.588,0.0
172,86503.0,46800.0,209.553,0.0
173,87006.0,41100.0,300.759,0.0
174,87509.0,33400.0,224.934,0.0
175,88012.0,39100.0,298.804,20.0
176,88515.0,40100.0,257.782,0.0
177,89018.0,42200.0,293.993,0.0
178,89522.0,34800.0,280.096,0.0
179,90025.0,25200.0,286.349,0.0
180,90530.0,51400.0,266.824,0.0
181,91032.0,26200.0,332.471,0.0
182,91535.0,35500.0,356.844,0.0
183,92036.0,26200.0,282.123,0.0
184,92539.0,46800.0,260.929,0.0
185,93043.0,32400.0,199.209,10.0
186,93546.0,19600.0,388.663,0.0
187,94050.0,41600.0,262.174,0.0
188,94553.0,26200.0,284.234,0.0
189,95057.0,47300.0,159.411,0.0
190,95557.0,35900.0,222.275,0.0
191,96059.0,39100.0,166.437,0.0
192,96562.0,43700.0,139.595,0.0
193,97065.0,34900.0,215.26,0.0
194,97568.0,40100.0,183.163,0.0
195,98070.0,42100.0,201.616,0.0
196,98573.0,41600.0,188.501,0.0
197,99077.0,42100.0,208.699,0.0
198,99580.0,42200.0,190.615,0.0
199,100082.0,41600.0,204.35,0.0
